"Source","Target","Weight","Type"
"Leonardo DiCaprio","Romeo + Juliet","1","Undirected"
"Leonardo DiCaprio","Titanic","1","Undirected"
"Leonardo DiCaprio","The Revenant","1","Undirected"
"Leonardo DiCaprio","Shutter Island","1","Undirected"
"Leonardo DiCaprio","The Wolf of Wall Street","1","Undirected"
"Leonardo DiCaprio","The Beach","1","Undirected"
"Leonardo DiCaprio","The Quick and the Dead","1","Undirected"
"Leonardo DiCaprio","The Aviator","1","Undirected"
"Leonardo DiCaprio","Catch Me If You Can","1","Undirected"
"Leonardo DiCaprio","Inception","1","Undirected"
"Leonardo DiCaprio","Revolutionary Road","1","Undirected"
"Leonardo DiCaprio","What's Eating Gilbert Grape","1","Undirected"
"Leonardo DiCaprio","J. Edgar","1","Undirected"
"Leonardo DiCaprio","Marvin's Room","1","Undirected"
"Leonardo DiCaprio","Gangs of New York","1","Undirected"
"Leonardo DiCaprio","Body of Lies","1","Undirected"
"Elizabeth Debicki","The Man from U.N.C.L.E.","1","Undirected"
"Steve Bisley","Mad Max","1","Undirected"
"Baz Luhrmann","Moulin Rouge!","1","Undirected"
"Baz Luhrmann","Australia","1","Undirected"
"Baz Luhrmann","Romeo + Juliet","1","Undirected"
"The Horse Boy","Temple Grandin","1","Undirected"
"The Horse Boy","Rowan Isaacson","1","Undirected"
"The Horse Boy","Simon Baron-Cohen","1","Undirected"
"The Horse Boy","Michel Orion Scott","1","Undirected"
"The One","Jet Li","1","Undirected"
"The One","Delroy Lindo","1","Undirected"
"The One","James Wong","1","Undirected"
"Jet Li","Romeo Must Die","1","Undirected"
"Jet Li","Lethal Weapon 4","1","Undirected"
"Jet Li","The Warlords","1","Undirected"
"Jet Li","The Expendables","1","Undirected"
"Jet Li","The Mummy: Tomb of the Dragon Emperor","1","Undirected"
"Jet Li","Kiss of the Dragon","1","Undirected"
"Jet Li","Cradle 2 the Grave","1","Undirected"
"Jet Li","War","1","Undirected"
"Jet Li","The Forbidden Kingdom","1","Undirected"
"Jet Li","Unleashed","1","Undirected"
"Jet Li","Hero","1","Undirected"
"Delroy Lindo","Romeo Must Die","1","Undirected"
"Delroy Lindo","Get Shorty","1","Undirected"
"Delroy Lindo","The Last Castle","1","Undirected"
"Delroy Lindo","Blood In, Blood Out","1","Undirected"
"Delroy Lindo","Ransom","1","Undirected"
"Delroy Lindo","Do You Believe?","1","Undirected"
"Delroy Lindo","Crooklyn","1","Undirected"
"Delroy Lindo","The Blood of Heroes","1","Undirected"
"Delroy Lindo","Malcolm X","1","Undirected"
"Delroy Lindo","Point Break","1","Undirected"
"Delroy Lindo","Up","1","Undirected"
"Delroy Lindo","Sahara","1","Undirected"
"Delroy Lindo","Broken Arrow","1","Undirected"
"James Wong","Final Destination","1","Undirected"
"James Wong","Final Destination 3","1","Undirected"
"James Wong","Dragonball: Evolution","1","Undirected"
"Princess Kaiulani","Q'orianka Kilcher","1","Undirected"
"Princess Kaiulani","Will Patton","1","Undirected"
"Princess Kaiulani","Shaun Evans","1","Undirected"
"Princess Kaiulani","Marc Forby","1","Undirected"
"Q'orianka Kilcher","Unnatural","1","Undirected"
"Will Patton","Entrapment","1","Undirected"
"Will Patton","Code Name: The Cleaner","1","Undirected"
"Will Patton","Fled","1","Undirected"
"Will Patton","The Fourth Kind","1","Undirected"
"Will Patton","The November Man","1","Undirected"
"Will Patton","Armageddon","1","Undirected"
"Will Patton","The Mothman Prophecies","1","Undirected"
"Shaun Evans","Being Julia","1","Undirected"
"Anaconda","Frank Welker","1","Undirected"
"Anaconda","Eric Stoltz","1","Undirected"
"Anaconda","Kari Wuhrer","1","Undirected"
"Anaconda","Luis Llosa","1","Undirected"
"Frank Welker","The Road to El Dorado","1","Undirected"
"Frank Welker","Spawn","1","Undirected"
"Frank Welker","Cats Don't Dance","1","Undirected"
"Frank Welker","Curious George","1","Undirected"
"Frank Welker","Pocahontas","1","Undirected"
"Frank Welker","Doug's 1st Movie","1","Undirected"
"Frank Welker","Aladdin","1","Undirected"
"Eric Stoltz","Rob Roy","1","Undirected"
"Eric Stoltz","Pulp Fiction","1","Undirected"
"Eric Stoltz","The House of Mirth","1","Undirected"
"Eric Stoltz","Fort McCoy","1","Undirected"
"Eric Stoltz","Killing Zoe","1","Undirected"
"Eric Stoltz","The Butterfly Effect","1","Undirected"
"Eric Stoltz","Harvard Man","1","Undirected"
"Eric Stoltz","Little Women","1","Undirected"
"Kari Wuhrer","Thinner","1","Undirected"
"Kari Wuhrer","Beastmaster 2: Through the Portal of Time","1","Undirected"
"Luis Llosa","The Specialist","1","Undirected"
"Anastasia","Don Bluth","1","Undirected"
"Anastasia","Kelsey Grammer","1","Undirected"
"Anastasia","Bernadette Peters","1","Undirected"
"Kelsey Grammer","Teacher's Pet","1","Undirected"
"Kelsey Grammer","Transformers: Age of Extinction","1","Undirected"
"Kelsey Grammer","Fame","1","Undirected"
"Kelsey Grammer","X-Men: The Last Stand","1","Undirected"
"Kelsey Grammer","15 Minutes","1","Undirected"
"Bernadette Peters","Heartbeeps","1","Undirected"
"Bernadette Peters","Silent Movie","1","Undirected"
"Don Bluth","Titan A.E.","1","Undirected"
"Don Bluth","The Land Before Time","1","Undirected"
"Sweet Sweetback's Baadasssss Song","John Amos","1","Undirected"
"Sweet Sweetback's Baadasssss Song","Mario Van Peebles","1","Undirected"
"Sweet Sweetback's Baadasssss Song","Melvin Van Peebles","1","Undirected"
"John Amos","Two Evil Eyes","1","Undirected"
"John Amos","Die Hard 2","1","Undirected"
"John Amos","The Beastmaster","1","Undirected"
"John Amos","Madea's Witness Protection","1","Undirected"
"Mario Van Peebles","Redemption Road","1","Undirected"
"Mario Van Peebles","Jaws: The Revenge","1","Undirected"
"Mario Van Peebles","Red Sky","1","Undirected"
"Mario Van Peebles","Highlander: The Final Dimension","1","Undirected"
"The Ridges","Brandon Landers","1","Undirected"
"The Ridges","Robbie Barnes","1","Undirected"
"The Ridges","Alana Kaniewski","1","Undirected"
"The Art of Getting By","Michael Angarano","1","Undirected"
"The Art of Getting By","Blair Underwood","1","Undirected"
"The Art of Getting By","Rita Wilson","1","Undirected"
"The Art of Getting By","Gavin Wiesen","1","Undirected"
"Michael Angarano","Seabiscuit","1","Undirected"
"Michael Angarano","Dear Wendy","1","Undirected"
"Michael Angarano","Lords of Dogtown","1","Undirected"
"Michael Angarano","The Forbidden Kingdom","1","Undirected"
"Michael Angarano","Almost Famous","1","Undirected"
"Michael Angarano","The Brass Teapot","1","Undirected"
"Michael Angarano","Haywire","1","Undirected"
"Michael Angarano","Wild Card","1","Undirected"
"Michael Angarano","Snow Angels","1","Undirected"
"Michael Angarano","Red State","1","Undirected"
"Michael Angarano","Gentlemen Broncos","1","Undirected"
"Michael Angarano","Sky High","1","Undirected"
"Blair Underwood","Krush Groove","1","Undirected"
"Blair Underwood","Set It Off","1","Undirected"
"Blair Underwood","Malibu's Most Wanted","1","Undirected"
"Blair Underwood","Full Frontal","1","Undirected"
"Blair Underwood","Gattaca","1","Undirected"
"Blair Underwood","Madea's Family Reunion","1","Undirected"
"Rita Wilson","Dawn Patrol","1","Undirected"
"Rita Wilson","The Story of Us","1","Undirected"
"The Mothman Prophecies","David Eigenberg","1","Undirected"
"The Mothman Prophecies","Mark Pellington","1","Undirected"
"The Mothman Prophecies","Debra Messing","1","Undirected"
"Debra Messing","Along Came Polly","1","Undirected"
"Debra Messing","Hollywood Ending","1","Undirected"
"Debra Messing","The Wedding Date","1","Undirected"
"Debra Messing","The Women","1","Undirected"
"Debra Messing","Purple Violets","1","Undirected"
"Debra Messing","Open Season","1","Undirected"
"Mark Pellington","Arlington Road","1","Undirected"
"Apocalypto","Rudy Youngblood","1","Undirected"
"Apocalypto","Dalia Hern--ndez","1","Undirected"
"Apocalypto","Jonathan Brewer","1","Undirected"
"Apocalypto","Mel Gibson","1","Undirected"
"Rudy Youngblood","Wind Walkers","1","Undirected"
"Mel Gibson","The Passion of the Christ","1","Undirected"
"Mel Gibson","Braveheart","1","Undirected"
"The Grudge","Sarah Michelle Gellar","1","Undirected"
"The Grudge","Clea DuVall","1","Undirected"
"The Grudge","Ted Raimi","1","Undirected"
"The Grudge","Takashi Shimizu","1","Undirected"
"Sarah Michelle Gellar","Veronika Decides to Die","1","Undirected"
"Sarah Michelle Gellar","Harvard Man","1","Undirected"
"Sarah Michelle Gellar","Cruel Intentions","1","Undirected"
"Sarah Michelle Gellar","The Grudge 2","1","Undirected"
"Sarah Michelle Gellar","I Know What You Did Last Summer","1","Undirected"
"Sarah Michelle Gellar","Scooby-Doo","1","Undirected"
"Sarah Michelle Gellar","TMNT","1","Undirected"
"Sarah Michelle Gellar","Buffy the Vampire Slayer","1","Undirected"
"Sarah Michelle Gellar","Simply Irresistible","1","Undirected"
"Sarah Michelle Gellar","Scooby-Doo 2: Monsters Unleashed","1","Undirected"
"Sarah Michelle Gellar","Happily N'Ever After","1","Undirected"
"Clea DuVall","The Faculty","1","Undirected"
"Clea DuVall","Argo","1","Undirected"
"Clea DuVall","The Astronaut's Wife","1","Undirected"
"Clea DuVall","She's All That","1","Undirected"
"Clea DuVall","Ghosts of Mars","1","Undirected"
"Clea DuVall","Identity","1","Undirected"
"Clea DuVall","But I'm a Cheerleader","1","Undirected"
"Clea DuVall","The Slaughter Rule","1","Undirected"
"Clea DuVall","Girl, Interrupted","1","Undirected"
"Ted Raimi","My Name Is Bruce","1","Undirected"
"Ted Raimi","The Evil Dead","1","Undirected"
"Ted Raimi","Evil Dead II","1","Undirected"
"Takashi Shimizu","The Grudge 2","1","Undirected"
"Undisputed","Walter Hill","1","Undirected"
"Undisputed","Fisher Stevens","1","Undirected"
"Undisputed","Wes Studi","1","Undirected"
"Undisputed","Jon Seda","1","Undirected"
"Fisher Stevens","Undiscovered","1","Undirected"
"Fisher Stevens","Super Mario Bros.","1","Undirected"
"Fisher Stevens","Lisa Picard Is Famous","1","Undirected"
"Fisher Stevens","Taxman","1","Undirected"
"Fisher Stevens","Awake","1","Undirected"
"Fisher Stevens","Anything Else","1","Undirected"
"Fisher Stevens","Slow Burn","1","Undirected"
"Fisher Stevens","One for the Money","1","Undirected"
"Fisher Stevens","United Passions","1","Undirected"
"Fisher Stevens","Hackers","1","Undirected"
"Wes Studi","Avatar","1","Undirected"
"Wes Studi","The Last of the Mohicans","1","Undirected"
"Wes Studi","Deep Rising","1","Undirected"
"Wes Studi","Mystery Men","1","Undirected"
"Wes Studi","The New World","1","Undirected"
"Jon Seda","Bullet to the Head","1","Undirected"
"Jon Seda","Selena","1","Undirected"
"Walter Hill","Bullet to the Head","1","Undirected"
"Walter Hill","The Long Riders","1","Undirected"
"Walter Hill","Supernova","1","Undirected"
"Varsity Blues","Ron Lester","1","Undirected"
"Varsity Blues","Mark Walters","1","Undirected"
"Varsity Blues","Brian Robbins","1","Undirected"
"Brian Robbins","The Shaggy Dog","1","Undirected"
"Brian Robbins","Meet Dave","1","Undirected"
"Brian Robbins","Ready to Rumble","1","Undirected"
"Brian Robbins","Hardball","1","Undirected"
"Brian Robbins","A Thousand Words","1","Undirected"
"Mo' Better Blues","Charlie Murphy","1","Undirected"
"Mo' Better Blues","Spike Lee","1","Undirected"
"Mo' Better Blues","Denzel Washington","1","Undirected"
"Mo' Better Blues","Nicholas Turturro","1","Undirected"
"Denzel Washington","The Great Debaters","1","Undirected"
"Denzel Washington","Glory","1","Undirected"
"Denzel Washington","The Taking of Pelham 1 2 3","1","Undirected"
"Denzel Washington","American Gangster","1","Undirected"
"Denzel Washington","Courage Under Fire","1","Undirected"
"Denzel Washington","Flight","1","Undirected"
"Denzel Washington","Cry Freedom","1","Undirected"
"Denzel Washington","The Book of Eli","1","Undirected"
"Denzel Washington","2 Guns","1","Undirected"
"Denzel Washington","Crimson Tide","1","Undirected"
"Denzel Washington","Philadelphia","1","Undirected"
"Denzel Washington","Training Day","1","Undirected"
"Denzel Washington","Out of Time","1","Undirected"
"Denzel Washington","Safe House","1","Undirected"
"Denzel Washington","Antwone Fisher","1","Undirected"
"Denzel Washington","Inside Man","1","Undirected"
"Denzel Washington","The Equalizer","1","Undirected"
"Denzel Washington","The Pelican Brief","1","Undirected"
"Denzel Washington","The Manchurian Candidate","1","Undirected"
"Denzel Washington","Malcolm X","1","Undirected"
"Denzel Washington","The Bone Collector","1","Undirected"
"Denzel Washington","Much Ado About Nothing","1","Undirected"
"Denzel Washington","Unstoppable","1","Undirected"
"Denzel Washington","Virtuosity","1","Undirected"
"Denzel Washington","John Q","1","Undirected"
"Denzel Washington","Remember the Titans","1","Undirected"
"Denzel Washington","The Siege","1","Undirected"
"Denzel Washington","The Hurricane","1","Undirected"
"Denzel Washington","He Got Game","1","Undirected"
"Denzel Washington","Man on Fire","1","Undirected"
"Nicholas Turturro","Shadow Conspiracy","1","Undirected"
"Nicholas Turturro","Zookeeper","1","Undirected"
"Nicholas Turturro","Bucky Larson: Born to Be a Star","1","Undirected"
"Spike Lee","Miracle at St. Anna","1","Undirected"
"Spike Lee","Malcolm X","1","Undirected"
"Spike Lee","Bamboozled","1","Undirected"
"Spike Lee","Summer of Sam","1","Undirected"
"Spike Lee","The Original Kings of Comedy","1","Undirected"
"Spike Lee","Girl 6","1","Undirected"
"Spike Lee","25th Hour","1","Undirected"
"Spike Lee","Crooklyn","1","Undirected"
"Spike Lee","He Got Game","1","Undirected"
"Spike Lee","Inside Man","1","Undirected"
"Spike Lee","School Daze","1","Undirected"
"Spike Lee","Da Sweet Blood of Jesus","1","Undirected"
"Spike Lee","She's Gotta Have It","1","Undirected"
"Spike Lee","Do the Right Thing","1","Undirected"
"Spike Lee","Get on the Bus","1","Undirected"
"Lights Out","Billy Burke","1","Undirected"
"Lights Out","Amiah Miller","1","Undirected"
"Lights Out","Gabriel Bateman","1","Undirected"
"Lights Out","David F. Sandberg","1","Undirected"
"Billy Burke","Drive Angry","1","Undirected"
"Billy Burke","Freaky Deaky","1","Undirected"
"Billy Burke","Red Riding Hood","1","Undirected"
"Billy Burke","Untraceable","1","Undirected"
"Billy Burke","Along Came a Spider","1","Undirected"
"Billy Burke","Ladder 49","1","Undirected"
"Billy Burke","Without Limits","1","Undirected"
"Billy Burke","Revolution","1","Undirected"
"Gabriel Bateman","Annabelle","1","Undirected"
"Growing Up Smith","Brighton Sharbino","1","Undirected"
"Growing Up Smith","Jake Busey","1","Undirected"
"Growing Up Smith","Tim Guinee","1","Undirected"
"Growing Up Smith","Frank Lotito","1","Undirected"
"Brighton Sharbino","Cheap Thrills","1","Undirected"
"Brighton Sharbino","Miracles from Heaven","1","Undirected"
"Jake Busey","Wicked Blood","1","Undirected"
"Jake Busey","Held Up","1","Undirected"
"Jake Busey","Christmas with the Kranks","1","Undirected"
"Jake Busey","Enemy of the State","1","Undirected"
"Jake Busey","Tomcats","1","Undirected"
"Jake Busey","Identity","1","Undirected"
"Jake Busey","Home Fries","1","Undirected"
"Jake Busey","Starship Troopers","1","Undirected"
"Tim Guinee","Impostor","1","Undirected"
"Tim Guinee","Cyrus","1","Undirected"
"Tim Guinee","Men of War","1","Undirected"
"River's Edge","Tim Hunter","1","Undirected"
"River's Edge","Keanu Reeves","1","Undirected"
"River's Edge","Daniel Roebuck","1","Undirected"
"River's Edge","Ione Skye","1","Undirected"
"Keanu Reeves","Dangerous Liaisons","1","Undirected"
"Keanu Reeves","Chain Reaction","1","Undirected"
"Keanu Reeves","The Replacements","1","Undirected"
"Keanu Reeves","Sweet November","1","Undirected"
"Keanu Reeves","Bill & Ted's Bogus Journey","1","Undirected"
"Keanu Reeves","Street Kings","1","Undirected"
"Keanu Reeves","The Last Time I Committed Suicide","1","Undirected"
"Keanu Reeves","The Day the Earth Stood Still","1","Undirected"
"Keanu Reeves","The Neon Demon","1","Undirected"
"Keanu Reeves","My Own Private Idaho","1","Undirected"
"Keanu Reeves","47 Ronin","1","Undirected"
"Keanu Reeves","Much Ado About Nothing","1","Undirected"
"Keanu Reeves","A Scanner Darkly","1","Undirected"
"Keanu Reeves","Bill & Ted's Excellent Adventure","1","Undirected"
"Keanu Reeves","Bram Stoker's Dracula","1","Undirected"
"Keanu Reeves","The Lake House","1","Undirected"
"Keanu Reeves","Speed","1","Undirected"
"Keanu Reeves","The Watcher","1","Undirected"
"Keanu Reeves","Hardball","1","Undirected"
"Keanu Reeves","The Devil's Advocate","1","Undirected"
"Keanu Reeves","The Matrix","1","Undirected"
"Keanu Reeves","Something's Gotta Give","1","Undirected"
"Daniel Roebuck","The Fugitive","1","Undirected"
"Daniel Roebuck","Agent Cody Banks 2: Destination London","1","Undirected"
"Daniel Roebuck","Agent Cody Banks","1","Undirected"
"Daniel Roebuck","Final Destination","1","Undirected"
"Daniel Roebuck","Bubba Ho-Tep","1","Undirected"
"Daniel Roebuck","Double Take","1","Undirected"
"Ione Skye","Fever Pitch","1","Undirected"
"Faithful","Chazz Palminteri","1","Undirected"
"Faithful","Ryan O'Neal","1","Undirected"
"Faithful","Paul Mazursky","1","Undirected"
"Chazz Palminteri","Down to Earth","1","Undirected"
"Chazz Palminteri","Jade","1","Undirected"
"Chazz Palminteri","Running Scared","1","Undirected"
"Chazz Palminteri","Henry & Me","1","Undirected"
